"AX","M","El","Z","E","J","Thalf","DThalf","Thalf_Seconds","Lambda_perSecond"
"201PO",201,"PO",84,0,"3/2-","15.50 M",22,930,0.0010752688172043
"201PO",201,"PO",84,423.41,"13/2+","8.96 M",12,537.6,0.00186011904761905
"201PO",201,"PO",84,423.4,"13/2+","8.96 M",12,537.6,0.00186011904761905
"201AT",201,"AT",85,0,"9/2-","87.6 S",13,87.6,0.0114155251141553
"201AT",201,"AT",85,459.2,"1/2+","45 MS",3,0.045,22.2222222222222
"201RN",201,"RN",86,0,"3/2-","7.0 S",4,7,0.142857142857143
"201RN",201,"RN",86,245,"13/2+","3.8 S",1,3.8,0.263157894736842
"201FR",201,"FR",87,0,"9/2-","63 MS",4,0.063,15.8730158730159
"201FR",201,"FR",87,129,"1/2+","37 MS",NA,0.037,27.027027027027
"201RA",201,"RA",88,0,"3/2-","8 MS",NA,0.008,125
"201RA",201,"RA",88,263,"13/2+","1.6 MS",NA,0.0016,625
"202PT",202,"PT",78,0,"0+","44 H",15,158400,6.31313131313131e-06
"202AU",202,"AU",79,0,"1-","28.4 S",12,28.4,0.0352112676056338
"202TL",202,"TL",81,0,"2-","12.31 D",8,1063584,9.40217227788308e-07
"202PB",202,"PB",82,0,"0+","52.5E+3 Y",28,1.656774e+12,6.03582625029123e-13
"202PB",202,"PB",82,2169.85,"9-","3.54 H",2,12744,7.84682988072819e-05
"202PB",202,"PB",82,2169.85,"9-","3.54 H",2,12744,7.84682988072819e-05
"202PB",202,"PB",82,2169.83,"9-","3.54 H",2,12744,7.84682988072819e-05
"202PB",202,"PB",82,2169.6,"9-","3.54 H",2,12744,7.84682988072819e-05
"202PB",202,"PB",82,2169.9,"9-","3.54 H",2,12744,7.84682988072819e-05
"202BI",202,"BI",83,0,"5+","1.71 H",4,6156,0.000162443144899285
"202PO",202,"PO",84,0,"0+","44.6 M",4,2676,0.000373692077727952
"202AT",202,"AT",85,NA,"7+","182 S",2,182,0.00549450549450549
"202AT",202,"AT",85,NA,"10-","0.46 S",5,0.46,2.17391304347826
"202AT",202,"AT",85,NA,"10-","0.46 S",5,0.46,2.17391304347826
"202RN",202,"RN",86,0,"0+","9.7 S",1,9.7,0.103092783505155
"202FR",202,"FR",87,0,"3+","0.30 S",5,0.3,3.33333333333333
"202FR",202,"FR",87,NA,"10-","0.29 S",5,0.29,3.44827586206897
"203PT",203,"PT",78,0,"1/2-","22 S",4,22,0.0454545454545455
"203AU",203,"AU",79,0,"3/2+","60 S",6,60,0.0166666666666667
"203HG",203,"HG",80,0,"5/2-","46.610 D",10,4027104,2.48317401288867e-07
"203PB",203,"PB",82,0,"5/2-","51.92 H",3,186912,5.35011128231467e-06
"203PB",203,"PB",82,825.11,"13/2+","6.21 S",8,6.21,0.161030595813205
"203PB",203,"PB",82,2949.12,"29/2-","480 MS",7,0.48,2.08333333333333
"203PB",203,"PB",82,825.1,"13/2+","6.21 S",8,6.21,0.161030595813205
"203PB",203,"PB",82,2949.1,"29/2-","480 MS",7,0.48,2.08333333333333
"203PB",203,"PB",82,825.2,"13/2+","6.21 S",8,6.21,0.161030595813205
"203PB",203,"PB",82,2948,"29/2-","480 MS",7,0.48,2.08333333333333
"203PB",203,"PB",82,825.3,"13/2+","6.4 S",2,6.4,0.15625
"203PB",203,"PB",82,2949.9,"29/2-","480 MS",7,0.48,2.08333333333333
"203BI",203,"BI",83,0,"9/2-","11.76 H",5,42336,2.3620559334845e-05
"203BI",203,"BI",83,1098.21,"1/2+","305 MS",5,0.305,3.27868852459016
"203BI",203,"BI",83,1098.15,"1/2+","305 MS",5,0.305,3.27868852459016
"203PO",203,"PO",84,0,"5/2-","36.7 M",5,2202,0.000454132606721163
"203PO",203,"PO",84,641.64,"13/2+","45 S",2,45,0.0222222222222222
"203PO",203,"PO",84,641.54,"13/2+","45 S",2,45,0.0222222222222222
"203PO",203,"PO",84,641.8,"13/2+","45 S",2,45,0.0222222222222222
"203AT",203,"AT",85,0,"9/2-","7.4 M",2,444,0.00225225225225225
"203AT",203,"AT",85,683.4,"1/2+","3.5 MS",6,0.0035,285.714285714286
"203RN",203,"RN",86,0,"3/2-","44.2 S",16,44.2,0.0226244343891403
"203RN",203,"RN",86,362,"13/2+","26.9 S",5,26.9,0.0371747211895911
"203RN",203,"RN",86,362,"13/2+","26.9 S",5,26.9,0.0371747211895911
"203FR",203,"FR",87,0,"9/2-","0.55 S",1,0.55,1.81818181818182
"203FR",203,"FR",87,361,"1/2+","43 MS",4,0.043,23.2558139534884
"203FR",203,"FR",87,357,"1/2+","43 MS",4,0.043,23.2558139534884
"203RA",203,"RA",88,0,"3/2-","31 MS",NA,0.031,32.258064516129
"203RA",203,"RA",88,246,"13/2+","24 MS",NA,0.024,41.6666666666667
"204PT",204,"PT",78,0,"0+","10.3 S",14,10.3,0.0970873786407767
"204AU",204,"AU",79,0,"2-","39.8 S",9,39.8,0.0251256281407035
"204TL",204,"TL",81,0,"2-","3.783 Y",12,119382400.8,8.37644404283081e-09
"204PB",204,"PB",82,0,"0+","1.4E+17 Y",NA,4.418064e+24,2.26343484385921e-25
"204PB",204,"PB",82,2185.88,"9-","66.93 M",10,4015.8,0.000249016385278151
"204PB",204,"PB",82,2185.73,"9-","66.93 M",10,4015.8,0.000249016385278151
"204PB",204,"PB",82,2185.7,"9-","66.93 M",10,4015.8,0.000249016385278151
"204PB",204,"PB",82,2185.3,"9-","67.2 M",9,4032,0.000248015873015873
"204PB",204,"PB",82,2185.2,"9-","66.93 M",10,4015.8,0.000249016385278151
"204BI",204,"BI",83,0,"6+","11.22 H",10,40392,2.47573776985542e-05
"204BI",204,"BI",83,805.5,"10-","13.0 MS",1,0.013,76.9230769230769
"204BI",204,"BI",83,2833.4,"17+","1.07 MS",3,0.00107,934.579439252336
"204BI",204,"BI",83,805.5,"10-","13.0 MS",NA,0.013,76.9230769230769
"204PO",204,"PO",84,0,"0+","3.519 H",12,12668.4,7.89365665751002e-05
"204AT",204,"AT",85,0,"7+","9.12 M",11,547.2,0.00182748538011696
"204AT",204,"AT",85,587.3,"10-","108 MS",10,0.108,9.25925925925926
"204RN",204,"RN",86,0,"0+","74.5 S",14,74.5,0.0134228187919463
"204FR",204,"FR",87,0,"3+","1.8 S",3,1.8,0.555555555555556
"204FR",204,"FR",87,41,"7+","1.6 S",NA,1.6,0.625
"204FR",204,"FR",87,316,"10-","0.8 S",2,0.8,1.25
"204RA",204,"RA",88,0,"0+","57 MS",NA,0.057,17.5438596491228
"205AU",205,"AU",79,0,"3/2+","32.0 S",14,32,0.03125
"205AU",205,"AU",79,907,"11/2-","6 S",2,6,0.166666666666667
"205HG",205,"HG",80,0,"1/2-","5.14 M",9,308.4,0.00324254215304799
"205HG",205,"HG",80,1556.4,"13/2+","1.09 MS",4,0.00109,917.43119266055
"205HG",205,"HG",80,1556.4,"13/2+","1.09 MS",4,0.00109,917.43119266055
"205HG",205,"HG",80,1556.7,"13/2+","1.04 MS",10,0.00104,961.538461538461
"205HG",205,"HG",80,1556.5,"13/2+","1.10 MS",4,0.0011,909.090909090909
"205HG",205,"HG",80,1556.4,"13/2+","1.09 MS",4,0.00109,917.43119266055
"205HG",205,"HG",80,1555.6,"13/2+","1.09 MS",4,0.00109,917.43119266055
"205PB",205,"PB",82,0,"5/2-","1.70E+7 Y",9,5.364792e+14,1.86400516553111e-15
"205PB",205,"PB",82,1013.85,"13/2+","5.55 MS",2,0.00555,180.18018018018
"205PB",205,"PB",82,1013.85,"13/2+","5.55 MS",2,0.00555,180.18018018018
"205PB",205,"PB",82,1013.84,"13/2+","5.55 MS",2,0.00555,180.18018018018
"205PB",205,"PB",82,1013.7,"13/2+","5.55 MS",2,0.00555,180.18018018018
"205PB",205,"PB",82,1013.7,"13/2+","4.9 MS",NA,0.0049,204.081632653061
"205PB",205,"PB",82,1013.8,"13/2+","5.54 MS",10,0.00554,180.505415162455
"205BI",205,"BI",83,0,"9/2-","14.91 D",7,1288224,7.76262513351715e-07
"205PO",205,"PO",84,0,"5/2-","1.74 H",8,6264,0.000159642401021711
"205PO",205,"PO",84,1461.21,"19/2-","57.4 MS",9,0.0574,17.4216027874564
"205PO",205,"PO",84,1461,"19/2-","58 MS",2,0.058,17.2413793103448
"205PO",205,"PO",84,1460.8,"19/2-","62 MS",5,0.062,16.1290322580645
"205AT",205,"AT",85,0,"9/2-","26.9 M",8,1614,0.000619578686493185
"205RN",205,"RN",86,0,"5/2-","170 S",4,170,0.00588235294117647
"205RN",205,"RN",86,657.1,"13/2+","10 S",NA,10,0.1
"205RN",205,"RN",86,657.1,"13/2+","10 S",NA,10,0.1
"205FR",205,"FR",87,0,"9/2-","3.90 S",7,3.9,0.256410256410256
"205FR",205,"FR",87,609,"1/2+","1.15 MS",4,0.00115,869.565217391304
"205FR",205,"FR",87,609,"1/2+","1.15 MS",4,0.00115,869.565217391304
"205RA",205,"RA",88,0,"3/2-","210 MS",NA,0.21,4.76190476190476
"205RA",205,"RA",88,263,"13/2+","170 MS",NA,0.17,5.88235294117647
"205AC",205,"AC",89,0,"9/2-","20 MS",NA,0.02,50
"206HG",206,"HG",80,0,"0+","8.32 M",7,499.2,0.00200320512820513
"206TL",206,"TL",81,0,"0-","4.202 M",11,252.12,0.00396636522290973
"206TL",206,"TL",81,2643.1,"12-","3.74 M",3,224.4,0.00445632798573975
"206TL",206,"TL",81,0,"0-","4.202 M",14,252.12,0.00396636522290973
"206TL",206,"TL",81,2643.3,"12-","3.74 M",3,224.4,0.00445632798573975
"206BI",206,"BI",83,0,"6+","6.243 D",3,539395.2,1.85392825149352e-06
"206PO",206,"PO",84,0,"0+","8.8 D",1,760320,1.31523569023569e-06
"206AT",206,"AT",85,0,"5+","30.6 M",8,1836,0.000544662309368192
"206RN",206,"RN",86,0,"0+","5.67 M",17,340.2,0.00293944738389183
"206FR",206,"FR",87,NA,"7+","16 S",NA,16,0.0625
"206FR",206,"FR",87,NA,"10-","0.7 S",1,0.7,1.42857142857143
"206RA",206,"RA",88,0,"0+","0.24 S",2,0.24,4.16666666666667
"206AC",206,"AC",89,0,"3+","22 MS",NA,0.022,45.4545454545455
"206AC",206,"AC",89,NA,"10-","33 MS",NA,0.033,30.3030303030303
"207HG",207,"HG",80,0,"9/2+","2.9 M",2,174,0.00574712643678161
"207TL",207,"TL",81,0,"1/2+","4.77 M",3,286.2,0.00349406009783368
"207TL",207,"TL",81,1348.18,"11/2-","1.33 S",11,1.33,0.75187969924812
"207TL",207,"TL",81,1348.04,"11/2-","1.33 S",11,1.33,0.75187969924812
"207TL",207,"TL",81,1348.2,"11/2-","1.33 S",11,1.33,0.75187969924812
"207TL",207,"TL",81,1348.1,"11/2-","1.33 S",11,1.33,0.75187969924812
"207PB",207,"PB",82,1633.356,"13/2+","0.806 S",5,0.806,1.24069478908189
"207PB",207,"PB",82,1633.368,"13/2+","0.806 S",5,0.806,1.24069478908189
"207PB",207,"PB",82,1633.358,"13/2+","0.806 S",5,0.806,1.24069478908189
"207PB",207,"PB",82,1633.31,"13/2+","0.806 S",5,0.806,1.24069478908189
"207PB",207,"PB",82,1633.372,"13/2+","0.81 S",4,0.81,1.23456790123457
"207PB",207,"PB",82,1633.36,"13/2+","0.806 S",5,0.806,1.24069478908189
"207BI",207,"BI",83,0,"9/2-","31.55 Y",4,995642280,1.00437679283768e-09
"207PO",207,"PO",84,0,"5/2-","5.80 H",2,20880,4.78927203065134e-05
"207PO",207,"PO",84,1383.16,"19/2-","2.79 S",8,2.79,0.3584229390681
"207PO",207,"PO",84,1383.14,"19/2-","2.79 S",8,2.79,0.3584229390681
"207PO",207,"PO",84,1383.15,"19/2-","2.79 S",8,2.79,0.3584229390681
"207PO",207,"PO",84,1383.2,"19/2-","2.8 S",1,2.8,0.357142857142857
"207AT",207,"AT",85,0,"9/2-","1.81 H",3,6516,0.000153468385512584
"207RN",207,"RN",86,0,"5/2-","9.25 M",17,555,0.0018018018018018
"207FR",207,"FR",87,0,"9/2-","14.8 S",1,14.8,0.0675675675675676
"207RA",207,"RA",88,554,"13/2+","59 MS",4,0.059,16.9491525423729
"207AC",207,"AC",89,0,"9/2-","27 MS",NA,0.027,37.037037037037
"208HG",208,"HG",80,0,"0+","41 M",NA,2460,0.00040650406504065
"208TL",208,"TL",81,0,"5+","3.053 M",4,183.18,0.00545911125668741
"208BI",208,"BI",83,0,"5+","3.68E+5 Y",4,11613196800000,8.61089342772526e-14
"208BI",208,"BI",83,1571.1,"10-","2.58 MS",4,0.00258,387.596899224806
"208BI",208,"BI",83,1571.1,"10-","2.58 MS",4,0.00258,387.596899224806
"208BI",208,"BI",83,0,"5+","3.68E5 Y",4,11613196800000,8.61089342772526e-14
"208PO",208,"PO",84,0,"0+","2.898 Y",2,91453924.8,1.09344678447305e-08
"208AT",208,"AT",85,0,"6+","1.63 H",3,5868,0.000170415814587594
"208RN",208,"RN",86,0,"0+","24.35 M",14,1461,0.000684462696783025
"208FR",208,"FR",87,0,"7+","59.1 S",3,59.1,0.0169204737732657
"208RA",208,"RA",88,0,"0+","1.3 S",2,1.3,0.769230769230769
"208AC",208,"AC",89,0,"3+","95 MS",NA,0.095,10.5263157894737
"208AC",208,"AC",89,506,"10-","25 MS",NA,0.025,40
"208TH",208,"TH",90,0,"0+","1.7 MS",NA,0.0017,588.235294117647
"209HG",209,"HG",80,0,"9/2+","36 S",NA,36,0.0277777777777778
"209TL",209,"TL",81,0,"1/2+","2.162 M",7,129.72,0.00770891150169596
"209PB",209,"PB",82,0,"9/2+","3.234 H",7,11642.4,8.58929430358002e-05
"209BI",209,"BI",83,0,"9/2-","2.01E19 Y",8,6.3430776e+26,1.57652178179249e-27
"209PO",209,"PO",84,0,"1/2-","124 Y",3,3913142400,2.55549095274427e-10
"209AT",209,"AT",85,0,"9/2-","5.42 H",5,19512,5.1250512505125e-05
"209RN",209,"RN",86,0,"5/2-","28.8 M",10,1728,0.000578703703703704
"209FR",209,"FR",87,0,"9/2-","50.5 S",7,50.5,0.0198019801980198
"209RA",209,"RA",88,0,"5/2-","4.8 S",2,4.8,0.208333333333333
"209AC",209,"AC",89,0,"9/2-","0.087 S",NA,0.087,11.4942528735632
"209TH",209,"TH",90,NA,"13/2+","2.5 MS",NA,0.0025,400
"210TL",210,"TL",81,0,"5+","1.30 M",3,78,0.0128205128205128
"210PB",210,"PB",82,0,"0+","22.20 Y",22,700578720,1.42739134297428e-09
"210BI",210,"BI",83,0,"1-","5.012 D",5,433036.8,2.30927256066921e-06
"210BI",210,"BI",83,271.31,"9-","3.04E+6 Y",6,9.5935104e+13,1.042371309672e-14
"210BI",210,"BI",83,0,"1-","5.012 D",NA,433036.8,2.30927256066921e-06
"210BI",210,"BI",83,271.1,"9-","3.0E+6 Y",1,9.46728e+13,1.05626959380097e-14
"210BI",210,"BI",83,271.31,"9-","3.04E+6 Y",6,9.5935104e+13,1.042371309672e-14
"210PO",210,"PO",84,0,"0+","138.376 D",2,11955686.4,8.36422072763635e-08
"210AT",210,"AT",85,0,"5+","8.1 H",4,29160,3.42935528120713e-05
"210RN",210,"RN",86,0,"0+","2.4 H",1,8640,0.000115740740740741
"210FR",210,"FR",87,0,"6+","3.18 M",6,190.8,0.00524109014675052
"210RA",210,"RA",88,0,"0+","3.7 S",2,3.7,0.27027027027027
"210TH",210,"TH",90,0,"0+","16 MS",4,0.016,62.5
"211PB",211,"PB",82,0,"9/2+","36.1 M",2,2166,0.000461680517082179
"211BI",211,"BI",83,0,"9/2-","2.14 M",2,128.4,0.00778816199376947
"211PO",211,"PO",84,0,"9/2+","0.516 S",3,0.516,1.93798449612403
"211PO",211,"PO",84,1462,"25/2+","25.2 S",6,25.2,0.0396825396825397
"211PO",211,"PO",84,1463,"25/2+","25.2 S",6,25.2,0.0396825396825397
"211PO",211,"PO",84,1462,"25/2+","25.2 S",6,25.2,0.0396825396825397
"211PO",211,"PO",84,1462,"25/2+","25.3 S",4,25.3,0.0395256916996047
"211AT",211,"AT",85,0,"9/2-","7.214 H",7,25970.4,3.85053753503989e-05
"211RN",211,"RN",86,0,"1/2-","14.6 H",2,52560,1.90258751902588e-05
"211FR",211,"FR",87,0,"9/2-","3.10 M",2,186,0.00537634408602151
"211RA",211,"RA",88,0,"5/2-","13 S",2,13,0.0769230769230769
"211AC",211,"AC",89,0,"9/2-","0.21 S",3,0.21,4.76190476190476
"212TL",212,"TL",81,0,"5+","30.9 S",80,30.9,0.0323624595469256
"212PB",212,"PB",82,0,"0+","10.622 H",7,38239.2,2.6151174710768e-05
"212BI",212,"BI",83,0,"1-","60.55 M",6,3633,0.000275254610514726
"212BI",212,"BI",83,1478,"18-","7.0 M",3,420,0.00238095238095238
"212PO",212,"PO",84,2930,"18+","45.1 S",6,45.1,0.0221729490022173
"212AT",212,"AT",85,0,"1-","0.314 S",3,0.314,3.18471337579618
"212AT",212,"AT",85,222.9,"9-","0.121 S",2,0.121,8.26446280991736
"212AT",212,"AT",85,222.9,"9-","0.121 S",2,0.121,8.26446280991736
"212RN",212,"RN",86,0,"0+","23.9 M",12,1434,0.000697350069735007
"212FR",212,"FR",87,0,"5+","20.0 M",6,1200,0.000833333333333333
"212RA",212,"RA",88,0,"0+","13.0 S",2,13,0.0769230769230769
"212AC",212,"AC",89,0,"7+","880 MS",35,0.88,1.13636363636364
"212TH",212,"TH",90,0,"0+","31.7 MS",13,0.0317,31.5457413249211
"213TL",213,"TL",81,0,"1/2+","23.8 S",44,23.8,0.0420168067226891
"213PB",213,"PB",82,0,"9/2+","10.2 M",3,612,0.00163398692810458
"213PB",213,"PB",82,0,"9/2+","10.2 M",3,612,0.00163398692810458
"213BI",213,"BI",83,0,"9/2-","45.59 M",6,2735.4,0.00036557724647218
"213RN",213,"RN",86,0,"9/2+","19.4 MS",2,0.0194,51.5463917525773
"213FR",213,"FR",87,0,"9/2-","34.17 S",6,34.17,0.0292654375182909
"213RA",213,"RA",88,0,"1/2-","2.73 M",5,163.8,0.00610500610500611
"213RA",213,"RA",88,1770,"17/2-","2.18 MS",5,0.00218,458.715596330275
"213AC",213,"AC",89,0,"9/2-","738 MS",16,0.738,1.3550135501355
"213TH",213,"TH",90,0,"5/2-","146 MS",NA,0.146,6.84931506849315
"213PA",213,"PA",91,0,"9/2-","5.3 MS",NA,0.0053,188.679245283019
"214PB",214,"PB",82,0,"0+","27.06 M",7,1623.6,0.000615915250061592
"214BI",214,"BI",83,0,"1-","19.71 M",2,1182.6,0.000845594452900389
"214FR",214,"FR",87,0,"1-","5.5 MS",3,0.0055,181.818181818182
"214FR",214,"FR",87,121,"8-","3.38 MS",5,0.00338,295.85798816568
"214FR",214,"FR",87,121,"8-","3.38 MS",5,0.00338,295.85798816568
"214RA",214,"RA",88,0,"0+","2.438 S",20,2.438,0.410172272354389
"214RA",214,"RA",88,0,"0+","2.444 S",20,2.444,0.409165302782324
"214AC",214,"AC",89,0,"5+","8.2 S",2,8.2,0.121951219512195
"214TH",214,"TH",90,0,"0+","87 MS",10,0.087,11.4942528735632
"215PB",215,"PB",82,0,"9/2+","147 S",12,147,0.00680272108843537
"215BI",215,"BI",83,0,"9/2-","7.6 M",2,456,0.00219298245614035
"215PO",215,"PO",84,0,"9/2+","1.781 MS",5,0.001781,561.482313307131
"215PO",215,"PO",84,0,"9/2+","1.781 MS",4,0.001781,561.482313307131
"215RA",215,"RA",88,0,"9/2+","1.66 MS",2,0.00166,602.409638554217
"215RA",215,"RA",88,0,"9/2+","1.66 MS",2,0.00166,602.409638554217
"215AC",215,"AC",89,0,"9/2-","0.17 S",1,0.17,5.88235294117647
"215TH",215,"TH",90,0,"1/2-","1.2 S",2,1.2,0.833333333333333
"215PA",215,"PA",91,0,"9/2-","14 MS",2,0.014,71.4285714285714
"216BI",216,"BI",83,NA,"3","6.6 M",21,396,0.00252525252525253
"216PO",216,"PO",84,0,"0+","0.145 S",2,0.145,6.89655172413793
"216TH",216,"TH",90,0,"0+","26.0 MS",2,0.026,38.4615384615385
"216U",216,"U",92,0,"0+","4.5 MS",NA,0.0045,222.222222222222
"217BI",217,"BI",83,0,"9/2-","98.5 S",13,98.5,0.0101522842639594
"217PO",217,"PO",84,0,"9/2+","1.53 S",5,1.53,0.65359477124183
"217AT",217,"AT",85,0,"9/2-","32.6 MS",3,0.0326,30.6748466257669
"217PA",217,"PA",91,0,"9/2-","3.8 MS",2,0.0038,263.157894736842
"217PA",217,"PA",91,1854,"23/2-","1.08 MS",3,0.00108,925.925925925926
"218PB",218,"PB",82,0,"0+","15 S",7,15,0.0666666666666667
"218PO",218,"PO",84,0,"0+","3.097 M",12,185.82,0.00538155203960822
"218RN",218,"RN",86,0,"0+","33.75 MS",15,0.03375,29.6296296296296
"218FR",218,"FR",87,0,"1-","1.1 MS",NA,0.0011,909.090909090909
"219BI",219,"BI",83,0,"9/2-","22 S",7,22,0.0454545454545455
"219PO",219,"PO",84,0,"9/2+","620 S",59,620,0.00161290322580645
"219AT",219,"AT",85,0,"9/2-","56 S",4,56,0.0178571428571429
"219RN",219,"RN",86,0,"5/2+","3.96 S",1,3.96,0.252525252525253
"219FR",219,"FR",87,0,"9/2-","24 MS",4,0.024,41.6666666666667
"219RA",219,"RA",88,0,"7/2+","9 MS",2,0.009,111.111111111111
"219RA",219,"RA",88,16.6,"11/2+","10 MS",3,0.01,100
"219RA",219,"RA",88,16.6,"11/2+","10 MS",3,0.01,100
"219RA",219,"RA",88,16.7,"11/2+","10 MS",3,0.01,100
"220AT",220,"AT",85,0,"3","3.71 M",4,222.6,0.00449236298292902
"220RN",220,"RN",86,0,"0+","55.6 S",1,55.6,0.0179856115107914
"220FR",220,"FR",87,0,"1+","27.4 S",3,27.4,0.0364963503649635
"220RA",220,"RA",88,0,"0+","18 MS",2,0.018,55.5555555555556
"220AC",220,"AC",89,0,"3-","26.4 MS",2,0.0264,37.8787878787879
"221RN",221,"RN",86,0,"7/2+","25 M",2,1500,0.000666666666666667
"221FR",221,"FR",87,0,"5/2-","4.9 M",2,294,0.00340136054421769
"221RA",221,"RA",88,0,"5/2+","28 S",2,28,0.0357142857142857
"221AC",221,"AC",89,0,"3/2-","52 MS",2,0.052,19.2307692307692
"221TH",221,"TH",90,0,"7/2+","1.74 MS",3,0.00174,574.712643678161
"222PO",222,"PO",84,0,"0+","550 S",430,550,0.00181818181818182
"222RN",222,"RN",86,0,"0+","3.8235 D",3,330350.4,3.02708881236408e-06
"222FR",222,"FR",87,0,"2-","14.2 M",3,852,0.00117370892018779
"222RA",222,"RA",88,0,"0+","38.0 S",5,38,0.0263157894736842
"222AC",222,"AC",89,0,"1-","5.0 S",5,5,0.2
"222TH",222,"TH",90,0,"0+","2.24 MS",3,0.00224,446.428571428571
"223RN",223,"RN",86,0,"7/2","24.3 M",4,1458,0.000685871056241427
"223FR",223,"FR",87,0,"3/2-","22.00 M",7,1320,0.000757575757575758
"223RA",223,"RA",88,0,"3/2+","11.43 D",5,987552,1.01260490586825e-06
"223RA",223,"RA",88,0,"3/2+","11.43 D",2,987552,1.01260490586825e-06
"223AC",223,"AC",89,0,"5/2-","2.10 M",5,126,0.00793650793650794
"223TH",223,"TH",90,0,"5/2+","0.60 S",2,0.6,1.66666666666667
"224RN",224,"RN",86,0,"0+","107 M",3,6420,0.000155763239875389
"224FR",224,"FR",87,0,"1-","3.33 M",10,199.8,0.005005005005005
"224RA",224,"RA",88,0,"0+","3.6316 D",23,313770.24,3.18704539984417e-06
"224RA",224,"RA",88,0,"0+","3.6319 D",23,313796.16,3.18678214545391e-06
"224AC",224,"AC",89,0,"0-","2.78 H",16,10008,9.9920063948841e-05
"224AC",224,"AC",89,0,"0-","2.78 H",16,10008,9.9920063948841e-05
"224TH",224,"TH",90,0,"0+","1.04 S",2,1.04,0.961538461538461
"224PA",224,"PA",91,0,"5-","0.846 S",20,0.846,1.18203309692671
"225RN",225,"RN",86,0,"7/2-","4.66 M",4,279.6,0.00357653791130186
"225FR",225,"FR",87,0,"3/2-","3.95 M",14,237,0.00421940928270042
"225RA",225,"RA",88,0,"1/2+","14.9 D",2,1287360,7.767834949043e-07
"225RA",225,"RA",88,0,"1/2+","14.8 D",2,1278720,7.82032032032032e-07
"225AC",225,"AC",89,0,"3/2-","9.920 D",3,857088,1.16674133811231e-06
"225TH",225,"TH",90,0,"3/2+","8.75 M",4,525,0.0019047619047619
"226RN",226,"RN",86,0,"0+","7.4 M",1,444,0.00225225225225225
"226FR",226,"FR",87,0,"1-","49 S",1,49,0.0204081632653061
"226RA",226,"RA",88,0,"0+","1600 Y",7,50492160000,1.98050548837681e-11
"226AC",226,"AC",89,0,"1","29.37 H",12,105732,9.45787462641395e-06
"226TH",226,"TH",90,0,"0+","30.57 M",10,1834.2,0.000545196816050594
"226U",226,"U",92,0,"0+","268 MS",9,0.268,3.73134328358209
"226U",226,"U",92,0,"0+","260 MS",10,0.26,3.84615384615385
"227RN",227,"RN",86,0,"5/2","20.2 S",4,20.2,0.0495049504950495
"227FR",227,"FR",87,0,"1/2+","2.47 M",3,148.2,0.00674763832658569
"227RA",227,"RA",88,0,"3/2+","42.2 M",5,2532,0.000394944707740916
"227AC",227,"AC",89,0,"3/2-","21.772 Y",3,687072067.2,1.45545139693317e-09
"227TH",227,"TH",90,0,"1/2+","18.697 D",7,1615420.8,6.19033752691559e-07
"227TH",227,"TH",90,0,"1/2+","18.68 D",9,1613952,6.1959711317313e-07
"227PA",227,"PA",91,0,"5/2-","38.3 M",3,2298,0.000435161009573542
"227U",227,"U",92,0,"3/2+","1.1 M",1,66,0.0151515151515152
"228RN",228,"RN",86,0,"0+","65 S",2,65,0.0153846153846154
"228FR",228,"FR",87,0,"2-","38 S",1,38,0.0263157894736842
"228RA",228,"RA",88,0,"0+","5.75 Y",3,181456200,5.51097179374417e-09
"228AC",228,"AC",89,0,"3+","6.15 H",2,22140,4.516711833785e-05
"228TH",228,"TH",90,0,"0+","1.9116 Y",16,60325508.16,1.65767356214841e-08
"228PA",228,"PA",91,0,"3+","22 H",1,79200,1.26262626262626e-05
"228U",228,"U",92,0,"0+","9.1 M",2,546,0.00183150183150183
"228PU",228,"PU",94,0,"0+","1.1 S",NA,1.1,0.909090909090909
"229RA",229,"RA",88,0,"5/2+","4.0 M",2,240,0.00416666666666667
"229AC",229,"AC",89,0,"3/2+","62.7 M",5,3762,0.00026581605528974
"229TH",229,"TH",90,0,"5/2+","7880 Y",120,248673888000,4.02133094086662e-12
"229TH",229,"TH",90,0,"5/2+","7.88E+3 Y",12,248673888000,4.02133094086662e-12
"229TH",229,"TH",90,0,"5/2+","7340 Y",160,231632784000,4.31717817629822e-12
"229TH",229,"TH",90,0,"5/2+","7.88E3 Y",12,248673888000,4.02133094086662e-12
"229PA",229,"PA",91,0,"5/2+","1.50 D",5,129600,7.71604938271605e-06
"229U",229,"U",92,0,"3/2+","58 M",3,3480,0.00028735632183908
"229PU",229,"PU",94,0,"3/2+","90 S",NA,90,0.0111111111111111
"230RA",230,"RA",88,0,"0+","93 M",2,5580,0.00017921146953405
"230AC",230,"AC",89,0,"1+","122 S",3,122,0.00819672131147541
"230TH",230,"TH",90,0,"0+","7.54E+4 Y",3,2379443040000,4.20266416631684e-13
"230TH",230,"TH",90,0,"0+","7.538E+4 Y",30,2378811888000,4.20377922711979e-13
"230PA",230,"PA",91,0,"2-","17.4 D",5,1503360,6.65176670923797e-07
"230U",230,"U",92,0,"0+","20.23 D",2,1747872,5.7212427454642e-07
"231FR",231,"FR",87,0,"1/2+","17.6 S",6,17.6,0.0568181818181818
"231RA",231,"RA",88,0,"5/2+","103.9 S",14,103.9,0.00962463907603465
"231AC",231,"AC",89,0,"1/2+","7.5 M",1,450,0.00222222222222222
"231TH",231,"TH",90,0,"5/2+","25.57 H",8,92052,1.08634250206405e-05
